,name,description,variables
480,B24122,"DETAILED OCCUPATION BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED MALE POPULATION 16 YEARS AND OVER",http://api.census.gov/data/2019/acs/acs5/groups/B24122.json
481,B99082,ALLOCATION OF PRIVATE VEHICLE OCCUPANCY,http://api.census.gov/data/2019/acs/acs5/groups/B99082.json
482,B24123,"DETAILED OCCUPATION BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED FEMALE POPULATION 16 YEARS AND OVER",http://api.census.gov/data/2019/acs/acs5/groups/B24123.json
483,B99085,ALLOCATION OF VEHICLES AVAILABLE FOR WORKERS,http://api.census.gov/data/2019/acs/acs5/groups/B99085.json
484,B24124,"DETAILED OCCUPATION FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",http://api.census.gov/data/2019/acs/acs5/groups/B24124.json
485,B99084,ALLOCATION OF TRAVEL TIME TO WORK,http://api.census.gov/data/2019/acs/acs5/groups/B99084.json
486,B99081,ALLOCATION OF PLACE OF WORK,http://api.census.gov/data/2019/acs/acs5/groups/B99081.json
487,B99080,ALLOCATION OF MEANS OF TRANSPORTATION TO WORK,http://api.census.gov/data/2019/acs/acs5/groups/B99080.json
488,B05001PR,NATIVITY AND CITIZENSHIP STATUS IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B05001PR.json
489,B23025,EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B23025.json
490,B24114,DETAILED OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B24114.json
491,B23026,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B23026.json
492,B24115,DETAILED OCCUPATION FOR THE CIVILIAN EMPLOYED MALE POPULATION 16 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B24115.json
493,B23027,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER",http://api.census.gov/data/2019/acs/acs5/groups/B23027.json
494,B24116,DETAILED OCCUPATION FOR THE CIVILIAN EMPLOYED FEMALE POPULATION 16 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B24116.json
495,B23020,MEAN USUAL HOURS WORKED IN THE PAST 12 MONTHS FOR WORKERS 16 TO 64 YEARS,http://api.census.gov/data/2019/acs/acs5/groups/B23020.json
496,B23022,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 16 TO 64 YEARS,http://api.census.gov/data/2019/acs/acs5/groups/B23022.json
497,B23024,POVERTY STATUS IN THE PAST 12 MONTHS BY DISABILITY STATUS BY EMPLOYMENT STATUS FOR THE POPULATION 20 TO 64 YEARS,http://api.census.gov/data/2019/acs/acs5/groups/B23024.json
498,B99092,ALLOCATION OF RELATIONSHIP,http://api.census.gov/data/2019/acs/acs5/groups/B99092.json
499,B08017,PLACE OF WORK FOR WORKERS 16 YEARS AND OVER--MICROPOLITAN STATISTICAL AREA LEVEL,http://api.census.gov/data/2019/acs/acs5/groups/B08017.json
500,B19013H,"MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",http://api.census.gov/data/2019/acs/acs5/groups/B19013H.json
501,B08018,PLACE OF WORK FOR WORKERS 16 YEARS AND OVER--NOT METROPOLITAN OR MICROPOLITAN STATISTICAL AREA LEVEL,http://api.census.gov/data/2019/acs/acs5/groups/B08018.json
502,B19013I,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19013I.json
503,B08015,"AGGREGATE NUMBER OF VEHICLES (CAR, TRUCK, OR VAN) USED IN COMMUTING BY WORKERS 16 YEARS AND OVER BY SEX",http://api.census.gov/data/2019/acs/acs5/groups/B08015.json
504,B99061,ALLOCATION OF PLACE OF BIRTH,http://api.census.gov/data/2019/acs/acs5/groups/B99061.json
505,B08016,PLACE OF WORK FOR WORKERS 16 YEARS AND OVER--METROPOLITAN STATISTICAL AREA LEVEL,http://api.census.gov/data/2019/acs/acs5/groups/B08016.json
506,B08013,AGGREGATE TRAVEL TIME TO WORK (IN MINUTES) OF WORKERS BY SEX,http://api.census.gov/data/2019/acs/acs5/groups/B08013.json
507,B08014,SEX OF WORKERS BY VEHICLES AVAILABLE,http://api.census.gov/data/2019/acs/acs5/groups/B08014.json
508,B08011,SEX OF WORKERS BY TIME OF DEPARTURE TO GO TO WORK,http://api.census.gov/data/2019/acs/acs5/groups/B08011.json
509,B08012,SEX OF WORKERS BY TRAVEL TIME TO WORK,http://api.census.gov/data/2019/acs/acs5/groups/B08012.json
510,C15010A,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/C15010A.json
511,C15010B,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/C15010B.json
512,C15010C,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/C15010C.json
513,C15010D,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (ASIAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/C15010D.json
514,C15010E,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),http://api.census.gov/data/2019/acs/acs5/groups/C15010E.json
515,C15010F,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (SOME OTHER RACE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/C15010F.json
516,C15010G,FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR THE POPULATION 25 YEARS AND OVER (TWO OR MORE RACES),http://api.census.gov/data/2019/acs/acs5/groups/C15010G.json
517,B08505A,MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (WHITE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B08505A.json
518,B08505C,MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (AMERICAN INDIAN AND ALASKA NATIVE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B08505C.json
519,B08505B,MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (BLACK OR AFRICAN AMERICAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B08505B.json
520,B08505E,MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B08505E.json
521,B08505D,MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (ASIAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B08505D.json
522,B19037A,AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19037A.json
523,B08505G,MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (TWO OR MORE RACES),http://api.census.gov/data/2019/acs/acs5/groups/B08505G.json
524,B08505F,MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (SOME OTHER RACE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B08505F.json
525,B08505I,MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (HISPANIC OR LATINO),http://api.census.gov/data/2019/acs/acs5/groups/B08505I.json
526,B19013B,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19013B.json
527,B19037D,AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (ASIAN ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19037D.json
528,B08505H,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (WHITE ALONE, NOT HISPANIC OR LATINO)",http://api.census.gov/data/2019/acs/acs5/groups/B08505H.json
529,B19013C,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19013C.json
530,B19037E,AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19037E.json
531,B06009PR,PLACE OF BIRTH BY EDUCATIONAL ATTAINMENT IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B06009PR.json
532,B992709,ALLOCATION OF VA HEALTH CARE,http://api.census.gov/data/2019/acs/acs5/groups/B992709.json
533,B19037B,AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19037B.json
534,B19013A,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19013A.json
535,B19037C,AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19037C.json
536,B19013F,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (SOME OTHER RACE ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19013F.json
537,B19037H,"AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",http://api.census.gov/data/2019/acs/acs5/groups/B19037H.json
538,B19013G,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (TWO OR MORE RACES HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19013G.json
539,B19037I,AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19037I.json
540,B19013D,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (ASIAN ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19013D.json
541,B19037F,AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (SOME OTHER RACE ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19037F.json
542,B19013E,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19013E.json
543,B19037G,AGE OF HOUSEHOLDER BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (TWO OR MORE RACES HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19037G.json
544,B992703,ALLOCATION OF PUBLIC HEALTH INSURANCE,http://api.census.gov/data/2019/acs/acs5/groups/B992703.json
545,B992704,ALLOCATION OF EMPLOYER-BASED HEALTH INSURANCE,http://api.census.gov/data/2019/acs/acs5/groups/B992704.json
546,B992701,ALLOCATION OF HEALTH INSURANCE COVERAGE,http://api.census.gov/data/2019/acs/acs5/groups/B992701.json
547,B992702,ALLOCATION OF PRIVATE HEALTH INSURANCE,http://api.census.gov/data/2019/acs/acs5/groups/B992702.json
548,B99072,ALLOCATION OF RESIDENCE 1 YEAR AGO FOR THE POPULATION 1 YEAR AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B99072.json
549,B992707,ALLOCATION OF MEDICAID/MEANS-TESTED PUBLIC COVERAGE,http://api.census.gov/data/2019/acs/acs5/groups/B992707.json
550,B99071,ALLOCATION OF MOBILITY STATUS FOR THE POPULATION 1 YEAR AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B99071.json
551,B992708,ALLOCATION OF TRICARE/MILITARY HEALTH COVERAGE,http://api.census.gov/data/2019/acs/acs5/groups/B992708.json
552,B992705,ALLOCATION OF DIRECT-PURCHASE HEALTH INSURANCE,http://api.census.gov/data/2019/acs/acs5/groups/B992705.json
553,B992706,ALLOCATION OF MEDICARE COVERAGE,http://api.census.gov/data/2019/acs/acs5/groups/B992706.json
554,C24010,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/C24010.json
555,B19131,FAMILY TYPE BY PRESENCE OF OWN CHILDREN UNDER 18 YEARS BY FAMILY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),http://api.census.gov/data/2019/acs/acs5/groups/B19131.json
556,B19101B,FAMILY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19101B.json
557,B19101C,FAMILY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19101C.json
558,B19130,AGGREGATE FAMILY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY FAMILY TYPE BY AGE OF HOUSEHOLDER,http://api.census.gov/data/2019/acs/acs5/groups/B19130.json
559,B06004DPR,PLACE OF BIRTH (ASIAN ALONE) IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B06004DPR.json
560,B19101A,FAMILY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19101A.json
561,B19101F,FAMILY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (SOME OTHER RACE ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19101F.json
562,B19101G,FAMILY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (TWO OR MORE RACES HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19101G.json
563,B19101D,FAMILY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (ASIAN ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19101D.json
564,B19101E,FAMILY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19101E.json
565,B99281,ALLOCATION OF HOUSEHOLD INTERNET ACCESS,http://api.census.gov/data/2019/acs/acs5/groups/B99281.json
566,B07404FPR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (SOME OTHER RACE ALONE) FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B07404FPR.json
567,B99283,ALLOCATION OF HOUSEHOLD INTERNET SUBSCRIPTION TYPE,http://api.census.gov/data/2019/acs/acs5/groups/B99283.json
568,B99282,ALLOCATION OF HOUSEHOLD COMPUTER TYPE,http://api.census.gov/data/2019/acs/acs5/groups/B99282.json
569,B12501,MARRIAGES IN THE LAST YEAR BY SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B12501.json
570,B12503,DIVORCES IN THE LAST YEAR BY SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B12503.json
571,B12502,MARRIAGES ENDING IN WIDOWHOOD IN THE LAST YEAR BY SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B12502.json
572,B12505,NUMBER OF TIMES MARRIED BY SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B12505.json
573,B12504,MEDIAN DURATION OF CURRENT MARRIAGE IN YEARS BY SEX BY MARITAL STATUS FOR THE MARRIED POPULATION 15 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B12504.json
574,B19128,AGGREGATE FAMILY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY FAMILY TYPE BY PRESENCE OF OWN CHILDREN UNDER 18 YEARS,http://api.census.gov/data/2019/acs/acs5/groups/B19128.json
575,B19127,AGGREGATE FAMILY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),http://api.census.gov/data/2019/acs/acs5/groups/B19127.json
576,B19129,AGGREGATE FAMILY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY NUMBER OF WORKERS IN FAMILY,http://api.census.gov/data/2019/acs/acs5/groups/B19129.json
577,B19123,FAMILY SIZE BY CASH PUBLIC ASSISTANCE INCOME OR HOUSEHOLDS RECEIVING FOOD STAMPS/SNAP BENEFITS IN THE PAST 12 MONTHS,http://api.census.gov/data/2019/acs/acs5/groups/B19123.json
578,B19126,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY FAMILY TYPE BY PRESENCE OF OWN CHILDREN UNDER 18 YEARS,http://api.census.gov/data/2019/acs/acs5/groups/B19126.json
579,B19125,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY PRESENCE OF OWN CHILDREN UNDER 18 YEARS,http://api.census.gov/data/2019/acs/acs5/groups/B19125.json
580,B19122,NUMBER OF EARNERS IN FAMILY,http://api.census.gov/data/2019/acs/acs5/groups/B19122.json
581,B19121,MEDIAN FAMILY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) BY NUMBER OF EARNERS IN FAMILY,http://api.census.gov/data/2019/acs/acs5/groups/B19121.json
582,B08008,SEX OF WORKERS BY PLACE OF WORK--PLACE LEVEL,http://api.census.gov/data/2019/acs/acs5/groups/B08008.json
583,B08009,"SEX OF WORKERS BY PLACE OF WORK--MINOR CIVIL DIVISION LEVEL FOR 12 SELECTED STATES (CT, ME, MA, MI, MN, NH, NJ, NY, PA, RI, VT, WI)",http://api.census.gov/data/2019/acs/acs5/groups/B08009.json
584,B99053,ALLOCATION OF YEAR OF NATURALIZATION,http://api.census.gov/data/2019/acs/acs5/groups/B99053.json
585,B08006,SEX OF WORKERS BY MEANS OF TRANSPORTATION TO WORK,http://api.census.gov/data/2019/acs/acs5/groups/B08006.json
586,B08007,SEX OF WORKERS BY PLACE OF WORK--STATE AND COUNTY LEVEL,http://api.census.gov/data/2019/acs/acs5/groups/B08007.json
587,B99052,ALLOCATION OF YEAR OF ENTRY,http://api.census.gov/data/2019/acs/acs5/groups/B99052.json
588,B99051,ALLOCATION OF CITIZENSHIP STATUS,http://api.census.gov/data/2019/acs/acs5/groups/B99051.json
589,B26203I,GROUP QUARTERS TYPE (5 TYPES) (HISPANIC OR LATINO),http://api.census.gov/data/2019/acs/acs5/groups/B26203I.json
590,C24030,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/C24030.json
591,B26203G,GROUP QUARTERS TYPE (5 TYPES) (TWO OR MORE RACES),http://api.census.gov/data/2019/acs/acs5/groups/B26203G.json
592,B26203H,"GROUP QUARTERS TYPE (5 TYPES) (WHITE ALONE, NOT HISPANIC OR LATINO)",http://api.census.gov/data/2019/acs/acs5/groups/B26203H.json
593,B26203E,GROUP QUARTERS TYPE (5 TYPES) (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B26203E.json
594,B26203F,GROUP QUARTERS TYPE (5 TYPES) (SOME OTHER RACE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B26203F.json
595,B26203C,GROUP QUARTERS TYPE (5 TYPES) (AMERICAN INDIAN AND ALASKA NATIVE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B26203C.json
596,B26203D,GROUP QUARTERS TYPE (5 TYPES) (ASIAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B26203D.json
597,B26203A,GROUP QUARTERS TYPE (5 TYPES) (WHITE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B26203A.json
598,B26203B,GROUP QUARTERS TYPE (5 TYPES) (BLACK OR AFRICAN AMERICAN ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B26203B.json
599,B99021,ALLOCATION OF RACE,http://api.census.gov/data/2019/acs/acs5/groups/B99021.json
600,C02003,DETAILED RACE,http://api.census.gov/data/2019/acs/acs5/groups/C02003.json
601,C24020,"SEX BY OCCUPATION FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",http://api.census.gov/data/2019/acs/acs5/groups/C24020.json
602,B06007PR,PLACE OF BIRTH BY LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B06007PR.json
603,B17010E,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B17010E.json
604,B17010F,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (SOME OTHER RACE ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B17010F.json
605,B17010C,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (AMERICAN INDIAN AND ALASKA NATIVE ALONE),http://api.census.gov/data/2019/acs/acs5/groups/B17010C.json
606,B17010D,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (ASIAN ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B17010D.json
607,B17010A,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (WHITE ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B17010A.json
608,B17010B,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B17010B.json
609,B99031,ALLOCATION OF HISPANIC OR LATINO ORIGIN,http://api.census.gov/data/2019/acs/acs5/groups/B99031.json
610,B19101H,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)",http://api.census.gov/data/2019/acs/acs5/groups/B19101H.json
611,B19101I,FAMILY INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO HOUSEHOLDER),http://api.census.gov/data/2019/acs/acs5/groups/B19101I.json
612,B06004BPR,PLACE OF BIRTH (BLACK OR AFRICAN AMERICAN ALONE) IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B06004BPR.json
613,C24050,INDUSTRY BY OCCUPATION FOR THE CIVILIAN  EMPLOYED POPULATION 16 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/C24050.json
614,B99245,"ALLOCATION OF OCCUPATION FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",http://api.census.gov/data/2019/acs/acs5/groups/B99245.json
615,B99244,"ALLOCATION OF INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",http://api.census.gov/data/2019/acs/acs5/groups/B99244.json
616,B99246,"ALLOCATION OF CLASS OF WORKER FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",http://api.census.gov/data/2019/acs/acs5/groups/B99246.json
617,B07409PR,GEOGRAPHICAL MOBILITY IN THE PAST YEAR BY EDUCATIONAL ATTAINMENT FOR RESIDENCE 1 YEAR AGO IN PUERTO RICO,http://api.census.gov/data/2019/acs/acs5/groups/B07409PR.json
618,B99241,ALLOCATION OF INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,http://api.census.gov/data/2019/acs/acs5/groups/B99241.json
